acc_num,eng_name,rus_name,description,date_from,date_to,notes,material,technique,size
ОГ-81819,,"Карикатура. Питт (?) в образе мальчика в фартуке, в парике с буклями.","Карикатура. Питт (?) в образе мальчика в фартуке, в парике с буклями.",1700,1800,,Бумага,гравюра офортом,"28,2х21,2 см"
ОГ-81820,,"Карикатура. Фигура высокого мужчины в мантии, парике и треуголке /Тюрлау?/, стоящего спиной к зрителю.","Карикатура. Фигура высокого мужчины в мантии, парике и треуголке /Тюрлау?/, стоящего спиной к зрителю.",1700,1800,,Бумага,гравюра офортом,"25,2х18 см"
ОГ-81821,,"Карикатура. Шеридан, стоящий у стола и учащийся писать Ганноверского коня с тремя страусовыми перьями на голове /принц Уэлльский/","Карикатура. Шеридан, стоящий у стола и учащийся писать Ганноверского коня с тремя страусовыми перьями на голове /принц Уэлльский/",1700,1800,,Бумага,,"23,3х36 см"
ОГ-81822,Ich Dien,,"Карикатура. Фокс, прячась за коня с геральдическими знаками и девизом ""Ich Dien"" принца Уэльского, целится в корону, скипетр и льва Великобритании.",1700,1800,,Бумага,гравюра офортом,"24,9х32 см"
ОГ-81823,,"Карикатура. Питт, ораторствующий в парламенте. Справа Фокс, слушающий его, кусает в раздражении пальцы, Норт прикрывает лицо листом бумаги.","Карикатура. Питт, ораторствующий в парламенте. Справа Фокс, слушающий его, кусает в раздражении пальцы, Норт прикрывает лицо листом бумаги.",1700,1800,,Бумага,гравюра офортом,"40,2х29,6 см"
ОГ-81824,,"Карикатура. Фокс в образе индусского раджи, сидящий на слоне с лицом Норта.","Карикатура. Фокс в образе индусского раджи, сидящий на слоне с лицом Норта.",1700,1800,,Бумага,гравюра офортом,"36,4х27,2 см"
ОГ-81825,,"Карикатура. Шеридан, выглядывающий со сцены на оркестр и публику в театре Друри-Лейн.","Карикатура. Шеридан, выглядывающий со сцены на оркестр и публику в театре Друри-Лейн.",1700,1800,,Бумага,гравюра офортом,"26,6х19,6 см"
ОГ-81826,,Карикатура. Фокс и Норт - на бирже.,Карикатура. Фокс и Норт - на бирже.,1700,1800,,Бумага,акватинта,"34,2х24 см"
ОГ-81827,,Карикатура. Шаржированные фигуры певицы и певца в театральных костюмах.,Карикатура. Шаржированные фигуры певицы и певца в театральных костюмах.,1700,1800,,Бумага,гравюра офортом,"27,9х23,2 см"
ОГ-81828,,"Карикатура. Унылые фигуры Фокса и Борка, стоящих под руку с платками в руках.","Карикатура. Унылые фигуры Фокса и Борка, стоящих под руку с платками в руках.",1700,1800,,Бумага,гравюра офортом,"28,3х23,2 см"
ОГ-81829,,Карикатура на торговый договор с Францией.,Карикатура на торговый договор с Францией.,1700,1800,,Бумага,гравюра офортом,"30,5х24,4 см"
ОГ-81830,,"Карикатура. Борк в образе римлянина со свитком в поднятой правой руке, слева фигура Гастингса в восточном костюме.","Карикатура. Борк в образе римлянина со свитком в поднятой правой руке, слева фигура Гастингса в восточном костюме.",1700,1800,,Бумага,гравюра офортом,"32,3х24,2 см"
ОГ-81831,,"Карикатура. Полуфигура Фокса (?) в парике с косицей, завязанной в узел - перед зеркалом, в котором отражается полуфигура рыцаря.","Карикатура. Полуфигура Фокса (?) в парике с косицей, завязанной в узел - перед зеркалом, в котором отражается полуфигура рыцаря.",1700,1800,,Бумага,гравюра офортом,"29,8х24 см"
ОГ-81832,A Transfer of East India Stock,,"Карикатура. Фокс, несущий на плечах трехэтажное здание ""A Transfer of East India Stock"".",1700,1800,,Бумага,гравюра офортом,"32,4х23,9 см"
ОГ-81833,Port... of Portland Stone,,"Карикатура. Борк без очков, сидящий на бревне с надписью ""Port... of Portland Stone"" под деревом, на ветвях которого видны корона, звезда и библия с епископской митрой и чашей на ней.",1700,1800,,Бумага,лавис,"36,6х26 см"
ОГ-81834,Pension 3000 f p-r Ann,,"Карикатура. Шельбурн, стоящий в дверях дома справа, опускает в протянутую руку слепого полковника Borre's билет с надписью ""Pension 3000 f p-r Ann"".",1700,1800,,Бумага,гравюра офортом,"33,8х23,3 см"
ОГ-81835,"Hear, hear, hear",,"Карикатура. Девять полуфигур вигов - в центре Фокс, справа улыбающийся Дерби, говорящий ""Hear, hear, hear"", справа внизу Борк.",1700,1800,,Бумага,гравюра офортом,"36,3х28,8 см"
ОГ-81836,,"Карикатура. Принц Уэльский, хватающийся за блюдо с картофелем, которое с поклоном убирает придворный по указанию доктора, стоящего у накрытого стола, за которым сидит принц.","Карикатура. Принц Уэльский, хватающийся за блюдо с картофелем, которое с поклоном убирает придворный по указанию доктора, стоящего у накрытого стола, за которым сидит принц.",1700,1800,,Бумага,гравюра офортом,"33,3х38 см"
ОГ-81837,,"Карикатура. Симфонический оркестр из одиннадцати музыкантов: в первом ряду посередине Норфольк, играющий на виолончели, слева Фокс и Питт со скрипками, справа Норт с флейтой и Тэйлор с арфой.","Карикатура. Симфонический оркестр из одиннадцати музыкантов: в первом ряду посередине Норфольк, играющий на виолончели, слева Фокс и Питт со скрипками, справа Норт с флейтой и Тэйлор с арфой.",1700,1800,,Бумага,гравюра офортом,"32,2х42,8 см"
ОГ-81838,,Карикатура. Парикмахерская.,Карикатура. Парикмахерская.,1700,1800,,Бумага,гравюра офортом,"29,5х42,6 см"
ОГ-81839,,"Карикатура. Гастингс в образе старухи в восточном костюме, сидящий на судне и поклоняющиеся ему: Борк, стоящий на коленях, Фокс, смотрящий ему на руки, семь париков и три шпаги.","Карикатура. Гастингс в образе старухи в восточном костюме, сидящий на судне и поклоняющиеся ему: Борк, стоящий на коленях, Фокс, смотрящий ему на руки, семь париков и три шпаги.",1700,1800,,Бумага,гравюра офортом,"23,3х33,8 см"
ОГ-81840,,Карикатура на крушение надежд вигов в связи с выздоровлением короля Георга III.,Карикатура на крушение надежд вигов в связи с выздоровлением короля Георга III.,1700,1800,,Бумага,гравюра офортом,"24,2х31,8 см"
ОГ-81841,,"Карикатура. У стола с палитрой и кистями полуобнаженная фигура диавола(?), указывающая на картину, стоящую на мольберте, с изображением Фокса в образе лисицы в овечьей шкуре, у его ног волк в овечьей шкуре.","Карикатура. У стола с палитрой и кистями полуобнаженная фигура диавола(?), указывающая на картину, стоящую на мольберте, с изображением Фокса в образе лисицы в овечьей шкуре, у его ног волк в овечьей шкуре.",1700,1800,,Бумага,гравюра офортом,"30,4х24,2 см"
ОГ-81842,Peace and Fraternity with France,,"Карикатура. Вильберфорс в виде флюгера, тянущийся к голубю с веткой мира, и держащий свиток с надписью ""Peace and Fraternity with France"".",1700,1800,,Бумага,гравюра офортом,"30х23,8 см"
ОГ-81843,,"Карикатура. Мужская фигура с надвинутой на лицо шляпой, сидящая на кобыле, справа другая мужская фигура в колпаке с кокардой, сидящая на связке бумаг, положенных на кучу мешков, под ногой ее свалившаяся корона.","Карикатура. Мужская фигура с надвинутой на лицо шляпой, сидящая на кобыле, справа другая мужская фигура в колпаке с кокардой, сидящая на связке бумаг, положенных на кучу мешков, под ногой ее свалившаяся корона.",1700,1800,,Бумага,гравюра офортом,"29,6х23,4 см"
ОГ-81844,,"Карикатура. Сцена в палате общин, слева видна часть места спикера.","Карикатура. Сцена в палате общин, слева видна часть места спикера.",1700,1800,,Бумага,гравюра офортом,"29,9х23,8 см"
ОГ-81845,,Карикатура на страх перед вторжением французов.,Карикатура на страх перед вторжением французов.,1700,1800,,Бумага,лавис,"30х23,9 см"
ОГ-81846,,"Карикатура. Фокс, сидящий на барабане справа.","Карикатура. Фокс, сидящий на барабане справа.",1700,1800,,Бумага,гравюра офортом,"29,8х23,8 см"
ОГ-81847,"Right of Man, Reflections on the Revolution... Booksellers",,"Карикатура. Осел, навьюченный двумя корзинами книг с чернильницей на шее, кричащий ""Right of Man"", справа голова льва в короне, в лапе раскрытая книга с надписью ""Reflections on the Revolution... Booksellers"".",1700,1800,,Бумага,гравюра офортом,"23х30,4 см"
ОГ-81848,,"Карикатура. Канонерская лодка с фигурой Stanhope в треуголке, с трехцветным флагом, плывущая против течения.","Карикатура. Канонерская лодка с фигурой Stanhope в треуголке, с трехцветным флагом, плывущая против течения.",1700,1800,,Бумага,гравюра офортом,"24,3х30,6 см"
ОГ-81849,Patriotism,,"Карикатура. Сатир, пишущий портрет Фокса в треуголке с кокардой, справа другой сатир надевает на бюст того же Фокса маску с надписью ""Patriotism"".",1700,1800,,Бумага,гравюра офортом,"29,5х24,3 см"
ОГ-81850,"Subscription Book, G.R.",,"Карикатура. Фокс в виде статуи гладиатора на пьедестале, стоящий на книге ""Subscription Book"" и протягивающий руку к гербу с инициалами ""G.R.""",1700,1800,,Бумага,гравюра офортом,"32,8х26,2 см"
ОГ-81851,Philosophy Atheism Rapine Murder,,"Карикатура. Stanhope, отталкивающий ногой табурет с сидящей на нем фигурой в мантии и парике, и тянущийся к жертвеннику с двумя чудовищами, символизирующими французскую революцию и листом с надписью ""Philosophy Atheism Rapine Murder"".",1700,1800,,Бумага,гравюра офортом,"33,4х26,2 см"
ОГ-81852,,"Карикатура. Голова быка /John Bulll/ под гильотиной, веревку которой держит скелет с головой графа Stanhope.","Карикатура. Голова быка /John Bulll/ под гильотиной, веревку которой держит скелет с головой графа Stanhope.",1700,1800,,Бумага,гравюра офортом,"34,2х26,2 см"
ОГ-81853,,"Карикатура. Фигура Бриссо с отрубленной головой, которую он поддерживает левой рукой.","Карикатура. Фигура Бриссо с отрубленной головой, которую он поддерживает левой рукой.",1700,1800,,Бумага,гравюра офортом,"32,5х26,2 см"
ОГ-81854,,"Карикатура. Шеридан, стоящий у забора перед головой льва с кольцом в пасти.","Карикатура. Шеридан, стоящий у забора перед головой льва с кольцом в пасти.",1700,1800,,Бумага,гравюра офортом,"32,8х26,3 см"
ОГ-81855,,"Карикатура. Сатир, сидящий на кипе книг и держащий в правой руке Фригийский колпак, а в левой свиток с надписью.","Карикатура. Сатир, сидящий на кипе книг и держащий в правой руке Фригийский колпак, а в левой свиток с надписью.",1700,1800,,Бумага,гравюра офортом,"30,8х24 см"
ОГ-81856,Vive Barrere,,"Карикатура. Всадник, в виде римского триумфатора, на коне, в полуоборот к зрителю, глядящий через забор, за которым руки, машущие шляпами, и ярлыки с надписями ""Vive Barrere"".",1700,1800,,Бумага,гравюра офортом,"33,2х26,2 см"
ОГ-81857,,Портрет маркиза Chauvelin.,Портрет маркиза Chauvelin.,1700,1800,,Бумага,гравюра офортом,"24,6х20,1 см"
ОГ-81858,,Фригийский колпак.,Фригийский колпак.,1700,1800,,Бумага,гравюра офортом,"10,8х20,1 см"
ОГ-81859,...l y pense,,"Карикатура. Газетчик в колпаке с трехцветной кокардой, на ноге подвязка ""...l y pense"", выходящий из калитки дома с геральдическими знаками принца Уэльского.",1700,1800,,Бумага,лавис,"41,5х28 см"
ОГ-81860,,Карикатура. Многофигурная сцена в церкви.,Карикатура. Многофигурная сцена в церкви.,1700,1800,,Бумага,гравюра офортом,"51,6х36,7 см"
ОГ-81861,,"Карикатура. На сцене бюст Гастингса на постаменте, окруженный клубами дыма из котла, в котором горят обвинения против него.","Карикатура. На сцене бюст Гастингса на постаменте, окруженный клубами дыма из котла, в котором горят обвинения против него.",1700,1800,,Бумага,гравюра офортом,"48х36,8 см"
ОГ-81862,Tenth Report,,"Карикатура. На первом плане фигура из бочек /White bread?/, спиной к зрителю, она замахивается палкой с надписью ""Tenth Report"" на куст чертополоха с головой Дундаса.",1700,1800,,Бумага,акватинта,"42,6х30,8 см"
ОГ-81863,,"Карикатура. Справа семь коленопреклоненых фигур в париках, спиной к зрителю, поклоняющихся восходящему солнцу, увенчанному тремя страусовыми перьями и гербом короля.","Карикатура. Справа семь коленопреклоненых фигур в париках, спиной к зрителю, поклоняющихся восходящему солнцу, увенчанному тремя страусовыми перьями и гербом короля.",1700,1800,,Бумага,гравюра офортом,"32х41,1 см"
ОГ-81864,,Карикатура. Комета с головой принца Уэльского и ее длинный хвост с головами вигов.,Карикатура. Комета с головой принца Уэльского и ее длинный хвост с головами вигов.,1700,1800,,Бумага,лавис,"28,7х35,3 см"
ОГ-81865,,Портрет-шарж. Граф Stanhope.,Портрет-шарж. Граф Stanhope.,1700,1800,,Бумага,гравюра офортом,"12,2х13,3 см"
ОГ-81866,,Портрет шарж Борка со свитком в руке.,Портрет шарж Борка со свитком в руке.,1700,1800,,Бумага,гравюра офортом,"20,6х13,4 см"
ОГ-81867,,"Портрет-шарж полного джентльмена в мантии и парике, в вытянутой левой руке шляпа, правая рука в кармане.","Портрет-шарж полного джентльмена в мантии и парике, в вытянутой левой руке шляпа, правая рука в кармане.",1700,1800,,Бумага,гравюра офортом,"20,1х13,6 см"
ОГ-81868,,"Портрет-шарж пожилого джентльмена в парике, чулках, башмаках и со шпагой, стоящего 3/4 впр.","Портрет-шарж пожилого джентльмена в парике, чулках, башмаках и со шпагой, стоящего 3/4 впр.",1700,1800,,Бумага,гравюра офортом,"19,6х13,8 см"
ОГ-81869,,Портрет-шарж пожилого джентльмена в треуголке.,Портрет-шарж пожилого джентльмена в треуголке.,1700,1800,,Бумага,гравюра офортом,"18,7х13,3 см"
ОГ-81870,,"Портрет-шарж джентльмена, стоящего в полуоборот к зрителю, так что больше видна спина.","Портрет-шарж джентльмена, стоящего в полуоборот к зрителю, так что больше видна спина.",1700,1800,,Бумага,гравюра офортом,"19,6х13 см"
ОГ-81871,,"Портрет-шарж круглолицего джентльмена со шляпой в правой руке, в рост 3/4 влево, почти прямолично.","Портрет-шарж круглолицего джентльмена со шляпой в правой руке, в рост 3/4 влево, почти прямолично.",1700,1800,,Бумага,гравюра офортом,"18,7х12,5 см"
ОГ-81872,,"Портрет-шарж высокого тощего джентльмена с резко очерченным профилем, в рост 1/2 влево.","Портрет-шарж высокого тощего джентльмена с резко очерченным профилем, в рост 1/2 влево.",1700,1800,,Бумага,гравюра офортом,"19,2х12,8 см"
ОГ-81873,,"Портрет-шарж молодого джентльмена в парике, с косицей, изогнувшегося и опирающегося двумя руками на стол.","Портрет-шарж молодого джентльмена в парике, с косицей, изогнувшегося и опирающегося двумя руками на стол.",1700,1800,,Бумага,гравюра офортом,"19х13,2 см"
ОГ-81874,,"Портрет шарж Фокса с поднятой и сжатой в кулак правой рукой, левая в кармане.","Портрет шарж Фокса с поднятой и сжатой в кулак правой рукой, левая в кармане.",1700,1800,,Бумага,гравюра офортом,"19,5х13 см"
ОГ-81875,,Портрет шарж Дундаса /?/,Портрет шарж Дундаса /?/,1700,1800,,Бумага,гравюра офортом,"19х13,1 см"
ОГ-81876,,"Портрет шарж. Полный джентльмен, заложивший правую руку за борт сюртука, левая в кармане.","Портрет шарж. Полный джентльмен, заложивший правую руку за борт сюртука, левая в кармане.",1700,1800,,Бумага,гравюра офортом,"18,9х13,1 см"
ОГ-81877,,"Портрет шарж. Молодой человек с лентой через плечо, левая рука заложена за борт жилета, правая в кармане.","Портрет шарж. Молодой человек с лентой через плечо, левая рука заложена за борт жилета, правая в кармане.",1700,1800,,Бумага,гравюра офортом,"18,5х12,8 см"
ОГ-81878,,"Портрет шарж. Пожилой джентльмен, слегка согнувшийся, правая рука вытянута, в левой - шляпа.","Портрет шарж. Пожилой джентльмен, слегка согнувшийся, правая рука вытянута, в левой - шляпа.",1700,1800,,Бумага,гравюра офортом,"18,8х13,1 см"
ОГ-81879,,Портрет шарж. Полный джентльмен в застегнутом пальто и в шляпе.,Портрет шарж. Полный джентльмен в застегнутом пальто и в шляпе.,1700,1800,,Бумага,гравюра офортом,"19,1х12,2 см"
ОГ-81880,,"Портрет шарж. Пожилой джентльмен с листом бумаги в правой руке, в левой шляпа.","Портрет шарж. Пожилой джентльмен с листом бумаги в правой руке, в левой шляпа.",1700,1800,,Бумага,гравюра офортом,"18,7х12,6 см"
ОГ-81881,,Портрет шарж. Джентльмен со шляпой в левой руке и рулоном бумаги в правой.,Портрет шарж. Джентльмен со шляпой в левой руке и рулоном бумаги в правой.,1700,1800,,Бумага,гравюра офортом,"18,8х12,5 см"
ОГ-81882,,"Портрет шарж. Полный джентльмен в застегнутом сюртуке, в шляпе с загнутыми полями.","Портрет шарж. Полный джентльмен в застегнутом сюртуке, в шляпе с загнутыми полями.",1700,1800,,Бумага,гравюра офортом,"19х12,5 см"
ОГ-81883,,"Портрет шарж. Полковник Barrés, слепой.","Портрет шарж. Полковник Barrés, слепой.",1700,1800,,Бумага,гравюра офортом,"19х12,5 см"
ОГ-81884,,"Портрет шарж. Полный джентльмен в напудренном парике, в расстегнутом сюртуке, в вытянутой правой руке - шляпа, в левой держит трость.","Портрет шарж. Полный джентльмен в напудренном парике, в расстегнутом сюртуке, в вытянутой правой руке - шляпа, в левой держит трость.",1700,1800,,Бумага,гравюра офортом,"18,8х12,5 см"
ОГ-81885,,Два портрета - шаржа на одном листе.,Два портрета - шаржа на одном листе.,1700,1800,,Бумага,гравюра офортом,"18,5х12,3 см"
ОГ-81886,,Портрет шарж Шельбурна.,Портрет шарж Шельбурна.,1700,1800,,Бумага,гравюра офортом,"19,2х12,1 см"
ОГ-81887,,Портрет шарж Норта.,Портрет шарж Норта.,1700,1800,,Бумага,гравюра офортом,"18,9х12,4 см"
ОГ-81888,,"Портрет шарж. Джентльмен с муфтой в руках, с палкой под мышкой, корпус наклонен влево.","Портрет шарж. Джентльмен с муфтой в руках, с палкой под мышкой, корпус наклонен влево.",1700,1800,,Бумага,гравюра офортом,17х13 см
ОГ-81889,,"Портрет шарж. Полный джентльмен с руками, скрещенными на груди.","Портрет шарж. Полный джентльмен с руками, скрещенными на груди.",1700,1800,,Бумага,гравюра офортом,"18,6х12,4 см"
ОГ-81890,,"Портрет шарж. Пожилой сановник со звездой, лентой через плечо и со шпагой.","Портрет шарж. Пожилой сановник со звездой, лентой через плечо и со шпагой.",1700,1800,,Бумага,гравюра офортом,"19х12,4 см"
ОГ-81891,,Портрет шарж. Джентльмен.,Портрет шарж. Джентльмен.,1700,1800,,Бумага,гравюра офортом,"18,6х12,9 см"
ОГ-81892,,Портрет шарж Питта (?).,Портрет шарж Питта (?).,1700,1800,,Бумага,гравюра офортом,"18,5х11,9 см"
ОГ-81893,,Портрет шарж. Джентльмен.,Портрет шарж. Джентльмен.,1700,1800,,Бумага,гравюра офортом,"18,8х13 см"
ОГ-81894,,Портрет шарж. Пожилой джентльмен.,Портрет шарж. Пожилой джентльмен.,1700,1800,,Бумага,гравюра офортом,"19х12,5 см"
ОГ-81895,,Портрет шарж. Джентльмен в расстегнутом кафтане.,Портрет шарж. Джентльмен в расстегнутом кафтане.,1700,1800,,Бумага,гравюра офортом,"19,4х13 см"
ОГ-81896,,"Портрет шарж. Джентльмен с резко очерченным профилем, в расстегнутом кафтане.","Портрет шарж. Джентльмен с резко очерченным профилем, в расстегнутом кафтане.",1700,1800,,Бумага,гравюра офортом,"19,2х12,6 см"
ОГ-81897,,"Портрет шарж Фокса (?) с тростью в правой руке, левая рука в кармане, под мышкой - шляпа.","Портрет шарж Фокса (?) с тростью в правой руке, левая рука в кармане, под мышкой - шляпа.",1700,1800,,Бумага,гравюра офортом,"18,5х12,3 см"
ОГ-81898,,Портрет шарж. Джентльмен спиной к зрителю.,Портрет шарж. Джентльмен спиной к зрителю.,1700,1800,,Бумага,гравюра офортом,"15,3х10,3 см"
ОГ-81899,"Pension for Services, Mem-do of Import. To say...",,"Портрет-шарж. Джентльмен, держащий в руке грамоту с печатью и надписью ""Pension for Services"", на тумбе слева лист бумаги с надписью ""Mem-do of Import. To say...""",1700,1800,,Бумага,гравюра офортом,"18,7х12,7 см"
ОГ-81900,,"Портрет шарж. Джентльмен в расстегнутом кафтане, в правой руке шляпа, левой придерживает шпагу.","Портрет шарж. Джентльмен в расстегнутом кафтане, в правой руке шляпа, левой придерживает шпагу.",1700,1800,,Бумага,гравюра офортом,"18,2х12,2 см"
ОГ-81901,,Портрет шарж. Джентльмен с удочкой (?) и дудкой в руках.,Портрет шарж. Джентльмен с удочкой (?) и дудкой в руках.,1700,1800,,Бумага,гравюра офортом,"24,5х15,6 см"
ОГ-81902,,Портрет шарж. Джентльмен со шляпой в одной и листом бумаги в другой руке.,Портрет шарж. Джентльмен со шляпой в одной и листом бумаги в другой руке.,1700,1800,,Бумага,гравюра офортом,"24,4х15 см"
ОГ-81903,,"Карикатура. Женщина в театральном костюме, бегущая влево с поднятыми вверх руками.","Карикатура. Женщина в театральном костюме, бегущая влево с поднятыми вверх руками.",1700,1800,,Бумага,гравюра офортом,"28,3х20,8 см"
ОГ-81904,,Карикатура. Erskine - в черной мантии.,Карикатура. Erskine - в черной мантии.,1700,1800,,Бумага,гравюра офортом,"19х12,2 см"
ОГ-81905,"Tellum imbelli, Hear, Hear, Hear",,"Карикатура. Джентльмен со свитком в руке, на свитке ""Tellum imbelli"", справа две головы, одна из них - лорд Дерби, говорящий ""Hear, Hear, Hear"".",1700,1800,,Бумага,гравюра офортом,"18,2х13,2 см"
ОГ-81906,,Карикатура. Тринадцать игральных карт /масть трефы/,Карикатура. Тринадцать игральных карт /масть трефы/,1700,1800,,Бумага,акватинта,"21,4х26 см"
ОГ-81907,,"Карикатура. Четыре мужских фигуры, сидящих на спине быка, опустившегося на передние ноги, из них первый справа - во фригийском колпаке, справа пять членов национального конвента с головами животных.","Карикатура. Четыре мужских фигуры, сидящих на спине быка, опустившегося на передние ноги, из них первый справа - во фригийском колпаке, справа пять членов национального конвента с головами животных.",1700,1800,,Бумага,акватинта,"23,2х29,8 см"
ОГ-81908,,"Бытовая сцена. Четверо у камина: сельский викарий с длинной трубкой, полная дама со сложенными на животе руками, кавалер с мехами в руках и задумавшаяся молодая женщина с раскрытой книгой в руках.","Бытовая сцена. Четверо у камина: сельский викарий с длинной трубкой, полная дама со сложенными на животе руками, кавалер с мехами в руках и задумавшаяся молодая женщина с раскрытой книгой в руках.",1700,1800,,Бумага,пунктир,"38,8х44 см"
ОГ-81909,,"Карикатура. Мужчина со сложенными на груди руками, на которого накинулись две женщины.","Карикатура. Мужчина со сложенными на груди руками, на которого накинулись две женщины.",1700,1800,,Бумага,пунктир,"39,6х43,5 см"
ОГ-81910,,Карикатура. Сцена в комнате.,Карикатура. Сцена в комнате.,1700,1800,,Бумага,пунктир,"39,2х43,2 см"
ОГ-81911,,Карикатура. Пародия на сцену из драмы Шекспира .,"Карикатура. Пародия на сцену из драмы Шекспира ""Макбет"".",1700,1800,,Бумага,акватинта,"37,8х48 см"
ОГ-81912,,"Карикатура. Художник верхом на кляче под зонтиком со складным мольбертом, палитрой и чайником, путешествующий под дождем в горах Уэльса.","Карикатура. Художник верхом на кляче под зонтиком со складным мольбертом, палитрой и чайником, путешествующий под дождем в горах Уэльса.",1700,1800,,Бумага,акватинта,"34х40,5 см"
ОГ-81913,Moses chusing his Cook,,"Карикатура. ""Moses chusing his Cook"".",1700,1800,,Бумага,акватинта,"31,2х39,3 см"
ОГ-81914,Miseries of Travelling,,"Карикатура. Многофигурная сцена. ""Miseries of Travelling"".",1807,1807,,Бумага,гравюра офортом,"30,6х43 см"
ОГ-81915,,Карикатура. Многофигурная сцена на улице Лондона: столкнувшиеся экипажи.,Карикатура. Многофигурная сцена на улице Лондона: столкнувшиеся экипажи.,1700,1800,,Бумага,гравюра офортом,"30,3х42,3 см"
ОГ-81916,,"Карикатура. Три студента колледжа, подымающие на веревке молодую женщину в окно, и подсматривающий из за угла воспитатель.","Карикатура. Три студента колледжа, подымающие на веревке молодую женщину в окно, и подсматривающий из за угла воспитатель.",1700,1800,,Бумага,акватинта,"41,9х29,6 см"
ОГ-81917,,"Карикатура. Офицер, похищающий пансионерку, спускающуюся к нему на простыне с балкона.","Карикатура. Офицер, похищающий пансионерку, спускающуюся к нему на простыне с балкона.",1700,1800,,Бумага,акватинта,42х29 см
ОГ-81918,,Карикатура. Сцена в книжной лавке.,Карикатура. Сцена в книжной лавке.,1700,1800,,Бумага,гравюра офортом,"35,4х41,1 см"
ОГ-81919,,"Карикатура. Директор театра /Гаррик/, сидящий у стола справа, актер, декламирующий перед ним, и служанка, подающая кофе.","Карикатура. Директор театра /Гаррик/, сидящий у стола справа, актер, декламирующий перед ним, и служанка, подающая кофе.",1700,1800,,Бумага,гравюра офортом,"35,6х41,9 см"
ОГ-81920,Bills of Exchange,,"Карикатура. ""Bills of Exchange"".",1800,1800,,Бумага,акватинта,"28х45,2 см (общий с №№ ОГ-819(20-21))"
ОГ-81921,Cash,,"Карикатура. ""Cash"".",1700,1800,,Бумага,акватинта,"28х45,2 см (общий с №№ ОГ-819(20-21))"
ОГ-81922,,Карикатура. Концерт в саду.,Карикатура. Концерт в саду.,1700,1800,,Бумага,акватинта,"48х74,4 см"
ОГ-81923,,Карикатура на испанскую войну /1806 г./,Карикатура на испанскую войну /1806 г./,1806,1806,,Бумага,гравюра офортом,34х41 см
ОГ-81924,,Карикатура на испанскую войну /1806 г./,Карикатура на испанскую войну /1806 г./,1806,1806,,Бумага,гравюра офортом,"34х40,2 см"
ОГ-81925,,"Карикатура. Наполеон в образе мальчика, убегающий от преследующих его двуглавого орла, медведя и свиньи, справа его ждет лев с открытой пастью.","Карикатура. Наполеон в образе мальчика, убегающий от преследующих его двуглавого орла, медведя и свиньи, справа его ждет лев с открытой пастью.",1805,1805,,Бумага,гравюра офортом,"25х37,7 см"
ОГ-81926,,Карикатура. Свидание императоров Александра I и Наполеона I на Немане.,Карикатура. Свидание императоров Александра I и Наполеона I на Немане.,1807,1807,,Бумага,гравюра офортом,"25,2х36,8 см"
ОГ-81927,,"Карикатура. Русский медведь, держащий в лапах маленькую фигуру Наполеона.","Карикатура. Русский медведь, держащий в лапах маленькую фигуру Наполеона.",1807,1807,,Бумага,гравюра офортом,"24,9х36,2 см"
ОГ-81928,,Карикатура. Обед в Тильзите.,Карикатура. Обед в Тильзите.,1807,1807,,Бумага,гравюра офортом,"24,8х35,3 см"
ОГ-81929,,Карикатура. Свидание трех монархов в Тильзите.,Карикатура. Свидание трех монархов в Тильзите.,1807,1807,,Бумага,гравюра офортом,"25,8х37,9 см"
ОГ-81930,,Карикатура на войну за Австрийское наследство.,Карикатура на войну за Австрийское наследство.,1741,1741,,Бумага,гравюра офортом,"19,8х32,3 см"
ОГ-81931,,Карикатура. Европа в начале войны за Австрийское наследство.,Карикатура. Европа в начале войны за Австрийское наследство.,1700,1800,,Бумага,гравюра офортом,"20,2х31,6 см"
ОГ-81932,,"Карикатура. Гротескная фигура великана Суворова, глотающего французов.","Карикатура. Гротескная фигура великана Суворова, глотающего французов.",1750,1800,,Бумага,гравюра офортом,"24,1х37,9 см"
ОГ-81933,,"Карикатура. Великан Суворов, шагающий из Парижа в Петербург, под мышкой правой руки он держит армию Моро, под мышкой левой - Макдональда, в сумке у пояса - члены Директории.","Карикатура. Великан Суворов, шагающий из Парижа в Петербург, под мышкой правой руки он держит армию Моро, под мышкой левой - Макдональда, в сумке у пояса - члены Директории.",1750,1800,,Бумага,гравюра офортом,"39,2х28,7 см"
ОГ-81934,,"Карикатура. Мистер и мистрис Джон Булль, посещающие британский зверинец, где под видом зверей сидят в клетках представители Европейских держав.","Карикатура. Мистер и мистрис Джон Булль, посещающие британский зверинец, где под видом зверей сидят в клетках представители Европейских держав.",1750,1800,,Бумага,гравюра офортом,"31,8х44,5 см"
ОГ-81935,,"Карикатура. Екатерина II, сидящая на сундуке, и смерть, указывающая ей на убитых и замученных ею людей.","Карикатура. Екатерина II, сидящая на сундуке, и смерть, указывающая ей на убитых и замученных ею людей.",1750,1800,,Бумага,гравюра офортом,"29,1х40,1 см"
ОГ-81936,,"Карикатура. Россия в образе белого медведя, прикованного цепью к столбу.","Карикатура. Россия в образе белого медведя, прикованного цепью к столбу.",1807,1807,,Бумага,гравюра офортом,"23,2х38,3 см"
ОГ-81937,,"Карикатура. Екатерина II, сидящая около бюста Фокса.","Карикатура. Екатерина II, сидящая около бюста Фокса.",1750,1800,,Бумага,гравюра офортом,"26,6х42,1 см"
